"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006626","GO:0006626","protein targeting to mitochondrion","52/5323","96/14636",0.000270838551364822,0.0104369317793341,0.00883713521880853,"ABLIM3/ADCY10/AGK/AIFM1/ARIH2/ATG13/BAP1/BCAP31/BID/BNIP3L/DNLZ/FBXO7/FBXW7/FIS1/FZD5/GDAP1/GRPEL1/GSK3A/HSP90AA1/HSPA1L/HSPA4/HUWE1/LEPROT/LMAN1/MFF/MFN2/MTCH1/MTCH2/MTX1/PITRM1/PMPCA/RHOU/RNF31/SAE1/SAMM50/SREBF1/TIMM10/TIMM13/TIMM23/TIMM50/TIMM8A/TIMM9/TOMM20/TOMM22/TOMM34/TOMM40/TOMM40L/TOMM6/TSPO/UBE2J2/UBE2L3/UBL5",52
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","42/5323","74/14636",0.000272220442862131,0.0104369317793341,0.00883713521880853,"ACTB/ADAM17/AKT1/BCCIP/CCNA2/CCNB1/CCND1/CCND2/CCND3/CCNE1/CCNF/CCNG1/CCNH/CCNI/CCNK/CCNT2/CDC25A/CDC37/CDC6/CDK5R1/CDK5R2/CDK5RAP3/CDKN1A/CDKN1C/CDKN2B/EGFR/GADD45A/GTF2H1/HERC5/HEXIM1/IPO5/IPO7/LATS2/MEN1/NR2F2/PKMYT1/PLK1/PROX1/PSMD10/PSRC1/SERTAD1/TFAP4",42
"GO:0006929","GO:0006929","substrate-dependent cell migration","17/5323","23/14636",0.000276289357891409,0.0104880534470858,0.00888042084144977,"ANKS1A/CSPG4/CTTN/EPB41L5/EPHA8/FN1/ITGA11/ITGB1BP1/NCK1/NTN1/ROBO1/SDCBP/SLIT2/SNAI2/STK4/STON1/VEGFC",17
"GO:0007052","GO:0007052","mitotic spindle organization","63/5323","121/14636",0.000287164870061867,0.0107498135422764,0.0091020577559181,"ARHGEF10/AURKB/BCCIP/BIRC5/CCDC61/CCNB1/CDC20/CDCA8/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHMP7/DCTN1/DRG1/EML1/HNRNPU/HSPA1A/HSPA1B/INCENP/KIF3B/KIF4A/KIF4B/KIFC1/KPNB1/LSM14A/MAP4/MAP9/MYBL2/NUDC/NUMA1/PARP3/PCNT/PIBF1/PKD1/PLK1/PLK2/PLK3/POLDIP2/PRICKLE1/PSRC1/RAE1/RAN/RANGRF/RCC1/RHOA/SBDS/SMC1A/SMC3/SPAST/SPC25/SPICE1/STAG1/STIL/STMN1/SUN2/TACC3/TBCE/UHRF1/VCP/WDR62/WRAP73",63
"GO:0000723","GO:0000723","telomere maintenance","73/5323","144/14636",0.000288792591250514,0.0107498135422764,0.0091020577559181,"ACD/ACTL6A/ACTR5/APEX1/ATR/ATRX/AURKB/CCNE1/CCT2/CCT3/CCT5/CCT6A/CCT7/CTNNB1/DCP2/DKC1/DNA2/EXOSC10/FEN1/GCH1/GNL3/GNL3L/HMBOX1/HNRNPD/HNRNPU/HSP90AA1/HSP90AB1/HUS1/INO80/INO80D/INO80E/MAD2L2/MAP3K4/MAPK1/MAPK3/MAPKAPK5/MCRS1/MYC/NAT10/NBN/NFRKB/NHP2/NOP10/PARN/PARP1/PARP3/PIF1/PKIB/POT1/RAD50/RAD51C/RAD51D/RFC1/RPA1/RPA2/RUVBL1/RUVBL2/SIRT6/SMARCAL1/SMG5/SMG6/TELO2/TEP1/TERF2IP/TFIP11/TNKS1BP1/UCHL5/UPF1/USP7/XRCC3/XRCC5/XRCC6/XRN1",73
"GO:0009267","GO:0009267","cellular response to starvation","79/5323","158/14636",0.000293195644379523,0.0108087701976067,0.00915197740148229,"ASNS/ATF3/ATG14/ATG7/ATXN3/CDKN1A/CLEC16A/CPEB4/DEPDC5/DSC2/EHMT2/EIF2AK2/EIF2AK3/EIF2AK4/FADS1/FAS/FOS/GABARAPL1/GABARAPL3/GAS2L1/GAS6/GLUL/GPR155/HSPA5/HSPA8/IFI16/IGF1R/IMPACT/INHBB/ITFG2/KAT5/KLF10/KPTN/LAMP2/MAPK1/MAPK3/MTOR/MYBBP1A/NPRL3/PCK1/PDK4/PICK1/PIK3C2B/PLIN3/PMAIP1/PPARA/PPM1D/PRKAA2/RALB/RNF152/RNF167/RPTOR/RRAGA/RRAGC/RRAGD/SEH1L/SESN2/SESN3/SFRP1/SLC2A1/SLC38A2/SLC38A3/SLC7A5/SP1/SREBF1/SUV39H1/TBL2/TSC2/TTC5/UCP2/UPP1/USP33/VPS41/WIPI1/WIPI2/XBP1/YWHAG/ZC3H12A/ZFYVE1",79
"GO:0043200","GO:0043200","response to amino acid","55/5323","103/14636",0.000297745844167641,0.0108719768241784,0.0092054955730627,"AIFM1/ASS1/BAIAP2/BCL2L1/BCL2L2/CAPN2/CASP3/CDO1/CEBPB/CHUK/COL3A1/COL4A1/COL4A6/CPEB1/CPEB3/CPEB4/CPS1/CRLS1/CYBB/EGFR/FGF21/GCLC/GRIN2D/HNRNPD/HSF1/IGF1R/IPO5/LAMTOR1/LAMTOR3/MMP2/MTHFR/MTOR/NQO1/NTRK2/PCK1/PDGFC/PDGFRA/PDX1/PNPLA3/PPP1R9B/RELA/RPS6KB1/RPTOR/RRAGA/RRAGC/RRAGD/SESN2/SESN3/SIX1/SLC7A5/TMBIM6/TUBA1A/UFL1/XBP1/ZEB1",55
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","103/5323","215/14636",0.000314872474517869,0.011275621716238,0.00954726886112569,"ABL1/AIMP2/AKT1/ARNT/ARRDC3/ARRDC4/AXIN1/BEX1/BEX4/BMI1/BTRC/CAMLG/CAPN3/CAV1/CDC20/CDK5/CDK5RAP3/CEP63/CHFR/COPS5/COPS6/COPS7B/COPS8/CTNNB1/DAXX/DCUN1D1/DCUN1D4/DERL1/EGR1/EPAS1/FANCI/FBXW7/FZR1/GCLC/GNL3/GNL3L/GPS1/GSK3A/HERPUD1/HIF1A/HMG20B/HSP90AA1/HSP90AB1/HSPA1A/HSPA1B/HSPA5/HSPBP1/HUWE1/IVNS1ABP/LIMK1/MAD2L2/MTBP/N4BP1/NDFIP1/NOD2/NXN/OGT/OTUD4/PARK7/PAXIP1/PDCD6/PEF1/PELI1/PER2/PHF23/PIAS3/PIAS4/PLK1/PPIA/PRICKLE1/PRMT3/PSMD10/PTTG1IP/RASD2/RCHY1/RELA/RIPK2/SAE1/SENP2/SIRT7/SKP1/SKP2/SOX4/SPOPL/SPRY2/TNFAIP3/TOLLIP/TRAF6/TRIB3/TRIM44/TSPO/U2AF2/UBA2/UBE2C/UBE2D1/UBE2I/UBE2L3/UBE2N/UFL1/USP4/VCP/WDR48/ZC3H12A",103
"GO:0000725","GO:0000725","recombinational repair","75/5323","149/14636",0.000317876515386123,0.011275621716238,0.00954726886112569,"ABL1/ACTB/ACTL6A/ACTR2/ARID2/BRCA1/CHD4/DMAP1/EPC2/FANCB/FEN1/FUS/GEN1/GINS4/HELB/HTATSF1/HUS1/INO80/INTS3/KAT5/KLHL15/MAD2L2/MAGEF1/MCM2/MCM3/MCM4/MCM6/MCM7/MEAF6/MMS22L/MORF4L2/MUS81/NBN/PARP1/PIAS4/POLN/PPP4R2/PSMD14/RAD51AP1/RAD51C/RAD51D/RAD54B/RBBP8/RECQL5/REV3L/RFWD3/RMI2/RNF169/RPA1/RPA2/RPA4/RUVBL1/RUVBL2/SAMHD1/SENP3/SETD2/SFPQ/SIRT6/SWSAP1/TERF2IP/TIMELESS/TOPBP1/TP53BP1/TRRAP/UBE2N/UBQLN4/UHRF1/WDR48/XRCC2/XRCC3/XRCC5/XRCC6/ZFYVE26/ZMYND8/ZSWIM7",75
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","58/5323","110/14636",0.000320564102000508,0.011275621716238,0.00954726886112569,"BTG2/CAPRIN1/CASC3/CNOT10/CNOT7/CPEB3/CSDE1/DCP1A/DCP2/DDX5/DHX34/DHX9/EDC3/EDC4/EIF4A3/EXOSC10/EXOSC3/EXOSC5/EXOSC6/EXOSC9/HNRNPD/HNRNPU/IGF2BP1/LSM4/LSM7/MLH1/MRTO4/NCBP1/PABPC1/PAIP1/PARN/PATL1/PDE12/PNRC1/POLR2G/RBM8A/RC3H1/RC3H2/RNPS1/SAMD4A/SAMD4B/SECISBP2/SMG5/SMG6/SMG7/SMG8/SMG9/SYNCRIP/TNKS1BP1/TNRC6B/TOB1/UPF1/XRN1/XRN2/YBX1/ZC3H12A/ZFP36/ZFP36L1",58
"GO:0045739","GO:0045739","positive regulation of DNA repair","58/5323","110/14636",0.000320564102000508,0.011275621716238,0.00954726886112569,"ACTB/ACTL6A/ACTR2/ACTR5/ARID1B/ARID2/BABAM1/BCL7A/BCL7B/BCL7C/BRCA1/BRCC3/BRD7/CEBPG/DHX9/DMAP1/DPF1/DPF2/EGFR/EPC2/EYA1/EYA3/EYA4/FAM168A/FANCB/FOXM1/FUS/HMGB1/INO80/INO80D/INO80E/KAT5/MAD2L2/MCRS1/MEAF6/MORF4L2/NFRKB/PARP1/PARP3/PBRM1/PIAS4/RAD51AP1/RNF168/RUVBL1/RUVBL2/SIRT6/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SPIRE2/TIMELESS/TRIM28/TRRAP/UBE2N/UCHL5/WDR48",58
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","45/5323","81/14636",0.000323607244354682,0.0112791834077805,0.00955028460851521,"ANGEL2/C1QBP/CELF4/CIRBP/CSDE1/DHX34/DHX9/E2F1/ELAVL1/FMR1/FUS/GDNF/HNRNPA0/HNRNPD/HNRNPK/HNRNPU/IGF2BP1/IGF2BP2/LARP1/LARP1B/LARP4B/MAPKAPK2/PABPC1/PAIP1/PTBP1/QKI/RBM10/RBM24/RBM42/RBMX/RNPS1/SECISBP2/SFSWAP/SRSF6/SRSF7/SRSF9/SYNCRIP/TIRAP/TOB1/TRAF2/TRAF5/U2AF2/YBX1/ZC3H14/ZFP36",45
"GO:2000036","GO:2000036","regulation of stem cell population maintenance","39/5323","68/14636",0.000332503974540027,0.0114848670124907,0.00972444056407249,"ACTB/ACTL6A/ARID4A/ARID4B/BCL7A/BCL7B/BCL7C/BMP7/BRMS1/BRMS1L/DPF2/ELAVL1/HDAC1/ING1/ING2/KAT2A/KDM2B/KDM3A/LOXL2/MYC/OGT/RBBP4/RBBP7/SAP30/SAP30L/SIN3A/SIRT6/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/SS18/TAF5L/TAF6L/TET1/WDR43/YAP1/ZC3H13",39
"GO:2000780","GO:2000780","negative regulation of double-strand break repair","19/5323","27/14636",0.000340130594873634,0.0116433991137992,0.00985867250554781,"ABL1/FANCB/HELB/HSF1/KAT5/KLHL15/MAD2L2/MAGEF1/NUDT16L1/OGG1/OTUB1/RECQL5/RMI2/RNF169/SENP3/TFIP11/TP53BP1/TWIST1/UBQLN4",19
"GO:0035148","GO:0035148","tube formation","74/5323","147/14636",0.000346017296476346,0.0117400912804452,0.00994054347771821,"ABL1/ARHGAP35/BBS4/BCL2L11/BMP4/BMP7/BRD2/CASP3/CECR2/CELSR1/CITED2/CTNNB1/DAB2IP/DEAF1/DLC1/DVL1/DVL2/DVL3/EDA/FGF2/FGFR2/GDF7/GDNF/GLMN/HES5/HIF1A/IFT122/IFT172/IFT52/ITGB1BP1/KAT2A/KDM2B/LMO4/LRP2/MED12/MIB1/MTHFD1/MTHFD1L/MTHFR/NFIB/NOG/OPA1/PFN1/PIK3CD/PRICKLE1/PRKACA/PRKACB/PROX1/RARG/RGMA/SCRIB/SDC4/SDCCAG8/SEMA4C/SETD2/SFRP1/SIX1/SIX4/SKI/SOX8/SOX9/STIL/STK3/STK4/SUFU/TCTN1/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP/VEGFA",74
"GO:0006334","GO:0006334","nucleosome assembly","29/5323","47/14636",0.000356236569300933,0.0118766174495633,0.01005614260617,"ANP32B/ASF1B/ATRX/BRD2/CABIN1/CHAF1A/CHAF1B/CHRAC1/DAXX/DNAJC9/GRWD1/HIRA/HMGB2/HP1BP3/MCM2/NAP1L1/NAP1L4/RBBP4/SART3/SET/SMARCA5/SMYD3/SOX9/SPTY2D1/SSRP1/SUPT16H/TSPYL2/TSPYL4/UBN1",29
"GO:0030490","GO:0030490","maturation of SSU-rRNA","29/5323","47/14636",0.000356236569300933,0.0118766174495633,0.01005614260617,"ABT1/BMS1/BYSL/DHX37/ERCC2/FCF1/HEATR1/IMP3/IMP4/KRI1/LSM6/MPHOSPH10/NAT10/NGDN/NOL10/NOL11/NOP14/PWP2/RIOK3/RPP40/RRP36/RRS1/SRFBP1/TSR1/TSR2/UTP20/UTP3/WDR43/WDR46",29
"GO:0014037","GO:0014037","Schwann cell differentiation","28/5323","45/14636",0.000367782891453681,0.0120288835027297,0.0101850689735657,"AKT1/AKT2/ARHGEF10/CDK5/CNTNAP1/DAG1/DICER1/ERBB2/ERBB3/GPC1/GRB2/HRAS/ITGB4/LAMB2/MAPK1/MAPK3/MED12/NDRG1/NTRK2/PLEC/POU3F2/PPP3R1/RAF1/RELA/SIRT2/SKI/SLC25A46/SOD1",28
"GO:0070585","GO:0070585","protein localization to mitochondrion","60/5323","115/14636",0.000368756447279523,0.0120288835027297,0.0101850689735657,"ABLIM3/ADCY10/AGK/AIFM1/AKT1/AP3B1/ARIH2/ATG13/BAP1/BAX/BCAP31/BCS1L/BID/BNIP3L/DDIT3/DNLZ/FBXO7/FBXW7/FIS1/FZD5/GDAP1/GRPEL1/GSK3A/HK1/HSP90AA1/HSPA1L/HSPA4/HUWE1/LEPROT/LMAN1/MAPT/MAVS/MFF/MFN2/MTCH1/MTCH2/MTX1/PITRM1/PMPCA/RHOU/RNF31/SAE1/SAMM50/SREBF1/TIMM10/TIMM13/TIMM23/TIMM50/TIMM8A/TIMM9/TOMM20/TOMM22/TOMM34/TOMM40/TOMM40L/TOMM6/TSPO/UBE2J2/UBE2L3/UBL5",60
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","43/5323","77/14636",0.000374631709682729,0.0120288835027297,0.0101850689735657,"ACTB/ADAM17/AKT1/BCCIP/CCNA2/CCNB1/CCND1/CCND2/CCND3/CCNE1/CCNF/CCNG1/CCNH/CCNI/CCNK/CCNT2/CDC25A/CDC37/CDC6/CDK5R1/CDK5R2/CDK5RAP3/CDKN1A/CDKN1C/CDKN2B/EGFR/GADD45A/GTF2H1/HERC5/HEXIM1/HSP90AB1/IPO5/IPO7/LATS2/MEN1/NR2F2/PKMYT1/PLK1/PROX1/PSMD10/PSRC1/SERTAD1/TFAP4",43
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","21/5323","31/14636",0.000377851272199126,0.0120288835027297,0.0101850689735657,"ABT1/BMS1/BYSL/DHX37/ERCC2/FCF1/HEATR1/KRI1/NGDN/NOL10/NOP14/PWP2/RPP40/RRP36/RRS1/TSR1/TSR2/UTP20/UTP3/WDR43/WDR46",21
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","63/5323","122/14636",0.000385016788605928,0.0120288835027297,0.0101850689735657,"APP/ARPP19/AURKB/AVEN/BABAM1/BRCA1/BRCC3/BRD4/BRSK1/BRSK2/CALM1/CALM2/CALM3/CCNA2/CCNB1/CCND1/CCNG1/CDC25A/CDC25B/CDC6/CDK4/CDK5RAP3/CDK6/CDKN1A/CHFR/DBF4B/DNM2/DTL/ENSA/FHL1/FOXM1/FZR1/HSPA2/HUS1/IER3/INTS3/KHDRBS1/MASTL/MBTPS2/MIIP/NAE1/NBN/ORC1/PKMYT1/PLK1/PLK3/PPM1D/PPME1/RAD50/RAD51C/RBBP8/RCC2/RINT1/RNASEH2B/RRM1/SIN3A/SKP2/TOPBP1/UBE2A/USH1C/USP47/VPS4A/WEE1",63
"GO:0001838","GO:0001838","embryonic epithelial tube formation","63/5323","122/14636",0.000385016788605928,0.0120288835027297,0.0101850689735657,"ABL1/ARHGAP35/BBS4/BMP4/BMP7/BRD2/CASP3/CECR2/CELSR1/CITED2/CTNNB1/DEAF1/DLC1/DVL1/DVL2/DVL3/GDF7/GDNF/GLMN/HES5/HIF1A/IFT122/IFT172/IFT52/KAT2A/KDM2B/LMO4/LRP2/MED12/MIB1/MTHFD1/MTHFD1L/MTHFR/NOG/OPA1/PFN1/PRICKLE1/PRKACA/PRKACB/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SIX1/SIX4/SKI/SOX8/SOX9/STIL/STK3/STK4/SUFU/TCTN1/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",63
"GO:0033120","GO:0033120","positive regulation of RNA splicing","26/5323","41/14636",0.000385903148366133,0.0120288835027297,0.0101850689735657,"CELF3/CELF4/CIRBP/CLNS1A/DAZAP1/EIF1/ERN1/EXOSC10/HSPA1A/NCBP1/NCL/NUP98/PIK3R1/POLR2A/PRDX6/PRMT5/PRPF19/RBM22/RBM3/RBMX/SF3B4/SLC38A2/SNRNP70/U2AF2/UPF1/WDR77",26
"GO:1903573","GO:1903573","negative regulation of response to endoplasmic reticulum stress","26/5323","41/14636",0.000385903148366133,0.0120288835027297,0.0101850689735657,"ALOX5/BCL2L1/CLU/CREB3/CREB3L1/DNAJB9/GRINA/HERPUD1/HSPA1A/HSPA5/LPCAT3/NCK1/OPA1/PARK7/PDX1/PPP1R15A/PPP1R15B/PTPN1/SGTA/SVIP/TMBIM6/TXNDC12/UFL1/USP14/USP25/XBP1",26
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","126/5323","272/14636",0.000426037546541701,0.0129974572172211,0.0110051775136342,"ACE/ACTN2/ADCY6/ADIPOR1/AGTR1/AGTRAP/AHCYL1/AKT1/AKT2/ARID1B/ASS1/BAIAP2/BCAR1/BRIP1/CA2/CAPN10/CAV1/CAV2/CCNA2/CDC6/CPEB1/CPEB2/CPS1/CRHR1/CRK/CSK/CTSD/EDNRA/EEF2K/EIF4EBP2/FBN1/FGF21/FOS/GCLC/GDF15/GHR/GJB2/GNAI2/GOT1/GPR173/GRB2/GSK3A/HRAS/HSF1/IGF1R/INHBA/INHBB/INPP5K/INSIG1/INSR/IRS1/IRS4/JAK3/LEPROT/LPIN1/LPIN3/MAP1B/MAPK1/MAPK3/MBD5/MDM2/MTOR/MYO1C/MYO5A/NCK1/NCL/NCOA1/NCOA2/NCOA5/NONO/NR1H4/NR4A2/OGT/PARP1/PCK1/PCK2/PDE3B/PDK2/PDK4/PDPK1/PIK3R1/PIP4K2B/PIP4K2C/PNPLA3/POU4F2/PPARG/PRKACA/PRKAR1A/PRKCA/PTPN1/PTPN11/PTPN2/PTPRE/PXN/RAB10/RAB13/RAB31/RAB8A/RAF1/RANGAP1/RBM4/RELA/RHOQ/ROCK1/RPS6KB1/SESN3/SLC27A1/SLC27A4/SLC2A8/SLC39A14/SMARCC1/SORL1/SOS2/SP1/SREBF1/STAT3/TBC1D4/TRIB3/TSC2/UCP2/VAMP2/XBP1/YWHAG/ZDHHC7/ZFP36L1/ZNF592",126
"GO:0048857","GO:0048857","neural nucleus development","35/5323","60/14636",0.000427146481317125,0.0129974572172211,0.0110051775136342,"ACTB/ALDH1A3/ASCL1/BASP1/CALM1/CALM2/CALM3/CDC42/CDK5R1/CDK5R2/CKB/CNP/COX6B1/FGF2/GLUD1/GNB4/HOXB2/HSPA5/INA/MAPKAP1/MBP/MECP2/NDUFS3/NFIB/PADI2/POTEE/RHOA/SCRIB/SEC16A/SIRT2/SYNGR3/SYPL2/YWHAE/YWHAQ/ZNF430",35
"GO:0070059","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","35/5323","60/14636",0.000427146481317125,0.0129974572172211,0.0110051775136342,"AIFM1/BAG6/BAK1/BAX/BCL2L1/BCL2L11/BRSK2/CEBPB/CHAC1/CREB3/CREB3L1/DAB2IP/DDIT3/EIF2AK3/ERN1/GRINA/HERPUD1/HSPA1A/ITPR1/NCK1/OPA1/PARK7/PDX1/PMAIP1/PPP1R15A/PTPN1/PTPN2/QRICH1/SERINC3/TMBIM6/TNFRSF10B/TRAF2/TRIB3/TXNDC12/XBP1",35
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","104/5323","219/14636",0.000440757606827695,0.0132020676920108,0.0111784248310577,"ABCC6/ADA/ADCY10/AK1/AK3/AK4/ALDOA/ALDOC/APP/ATP6V0C/ATP6V1A/ATP6V1B1/ATP6V1B2/BAD/BEND3/CAD/CTNS/CTPS2/DCTPP1/DDIT4/DHTKD1/DNAJC30/DTYMK/EIF6/ENO1/ENO3/ENTPD4/ENTPD7/FIS1/FKRP/FOXK1/FOXK2/GIT1/GPI/GTPBP1/HIF1A/HK1/HSPA1A/HSPA1B/HSPA8/IER3/INSR/LIPA/MLST8/MTOR/NDUFA1/NDUFA11/NDUFA12/NDUFA5/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB2/NDUFB5/NDUFB8/NDUFB9/NDUFC2/NDUFS2/NDUFS3/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NME1/NME2/NME5/NT5E/NUDT16/NUDT5/NUPR1/OGDH/OGT/OLA1/OPA1/PARP1/PFKL/PGAM1/PPARA/PPARGC1A/PPP2CA/PRKAA2/PRKACA/RAB23/RAN/RHOQ/RPTOR/SAMHD1/SDHC/SIRT6/SLC25A13/SLC25A25/SLC2A6/SMPDL3A/SPHK2/STAT3/TGFB1/TMSB4X/TPI1/TSPO/TYMS/UCP2/VCP/ZBTB7A",104
"GO:1901873","GO:1901873","regulation of post-translational protein modification","104/5323","219/14636",0.000440757606827695,0.0132020676920108,0.0111784248310577,"ABCA2/ABL1/AIMP2/AKT1/ARNT/ARRDC3/ARRDC4/AXIN1/BEX1/BEX4/BMI1/BTRC/CAMLG/CAPN3/CAV1/CDC20/CDK5/CDK5RAP3/CEP63/CHFR/COPS5/COPS6/COPS7B/COPS8/CTNNB1/DAXX/DCUN1D1/DCUN1D4/DERL1/EGR1/EPAS1/FANCI/FBXW7/FZR1/GCLC/GNL3/GNL3L/GPS1/GSK3A/HERPUD1/HIF1A/HMG20B/HSP90AA1/HSP90AB1/HSPA1A/HSPA1B/HSPA5/HSPBP1/HUWE1/IVNS1ABP/LIMK1/MAD2L2/MTBP/N4BP1/NDFIP1/NOD2/NXN/OGT/OTUD4/PARK7/PAXIP1/PDCD6/PEF1/PELI1/PER2/PHF23/PIAS3/PIAS4/PLK1/PPIA/PRICKLE1/PRMT3/PSMD10/PTTG1IP/RASD2/RCHY1/RELA/RIPK2/SAE1/SENP2/SIRT7/SKP1/SKP2/SOX4/SPOPL/SPRY2/TNFAIP3/TOLLIP/TRAF6/TRIB3/TRIM44/TSPO/U2AF2/UBA2/UBE2C/UBE2D1/UBE2I/UBE2L3/UBE2N/UFL1/USP4/VCP/WDR48/ZC3H12A",104
"GO:0070646","GO:0070646","protein modification by small protein removal","54/5323","102/14636",0.000445379851363838,0.0132371034893717,0.0112080902619835,"ATXN3/BAP1/BRCC3/COPS5/COPS6/COPS7B/COPS8/CYLD/GPS1/HINT1/JOSD1/JOSD2/OTUB1/OTUD3/OTUD4/OTUD5/OTUD6B/PARK7/PSMD14/SENP1/SENP2/SENP3/SENP6/SENP7/SHMT2/TNFAIP3/UCHL1/UCHL5/USP10/USP13/USP14/USP15/USP19/USP2/USP22/USP24/USP25/USP28/USP33/USP4/USP40/USP42/USP45/USP47/USP48/USP5/USP7/USP8/USPL1/VCP/VCPIP1/YOD1/ZC3H12A/ZRANB1",54
"GO:0045727","GO:0045727","positive regulation of translation","60/5323","116/14636",0.000495575932716433,0.0146156778925754,0.01237535365585,"BCL3/C1QBP/CIRBP/CPEB3/CSDE1/DHX9/EIF2AK4/EIF2B5/EIF4A3/EIF4G1/EIF4G2/EIF4G3/EIF5A/EIF5AL1/EIF6/ELAVL1/ERBB2/FMR1/FXR2/GUF1/HNRNPD/HNRNPU/IGF2BP1/JMJD4/KHDRBS1/LARP1/LARP1B/LARP4B/METTL3/MIF4GD/MTOR/NAT10/NCK1/NGRN/NSUN5/OGT/PABPC1/PAIP1/PASK/PCIF1/PLD1/POLDIP3/POLR2G/PPP1R15A/PRMT1/RBM3/RBM4/RMND1/RPL26/RPS27L/RPS6KB1/RPUSD4/SAMD4A/SERP1/SOX4/SYNCRIP/TRUB2/YBX1/YTHDF2/YTHDF3",60
"GO:0006289","GO:0006289","nucleotide-excision repair","44/5323","80/14636",0.000503661746810798,0.0147407567730733,0.0124812601620289,"ACTB/ACTL6A/ARID1B/ARID2/ATXN3/BCL7A/BCL7B/BCL7C/BRD7/BRIP1/CETN2/CUL4A/DDB1/DDB2/DPF1/DPF2/ERCC2/ERCC3/FANCC/GTF2H1/HUS1/KAT5/LIG4/MNAT1/NTHL1/OGG1/PBRM1/POLD1/POLE/POLR2I/RAD23A/RAD23B/RPA1/RPA2/RPA4/SMARCA4/SMARCB1/SMARCC1/SMARCD1/SMARCE1/USP45/USP7/XPA/XPC",44
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","92/5323","191/14636",0.000510277240011277,0.0148212343803275,0.0125494019792247,"AKT1/ANGEL2/ANXA2/APOC1/CIRBP/CLEC16A/CSDE1/CTSA/DDIT4/DFFB/DHX34/DHX9/DKC1/E2F1/EHMT2/EIF4G1/EIF4G2/ELAVL1/FEZ1/FMR1/FOXK1/FOXK2/FURIN/FUS/GATA4/GDNF/GIT1/GSK3A/HMOX1/HNRNPA0/HNRNPD/HNRNPU/IER3/IGF2BP1/IGF2BP2/KDM4A/LARP1/LARP1B/LARP4B/LEPR/MAPKAPK2/METTL1/MLST8/MTMR2/MTOR/NRBP2/NSUN2/NUPR1/PABPC1/PAIP1/PARN/PHAX/PHF23/POLDIP2/PPARA/PPP2CA/PRKACA/QKI/RBM10/RBM24/RNF41/ROCK1/RPTOR/RRAGA/RRAGC/RRAGD/SCFD1/SECISBP2/SIRT2/SIRT6/SLC7A5/SLIRP/SMCR8/SNRNP70/SORL1/STAT3/SYNCRIP/TAB2/TBC1D14/TIMP3/TIRAP/TMEM39A/TOB1/TRAF2/TRAF5/TSC2/TSPO/UBQLN4/VHL/WDR6/YBX1/ZFP36",92
"GO:0001843","GO:0001843","neural tube closure","48/5323","89/14636",0.000522437732915367,0.0149479572238621,0.0126567004580596,"ABL1/ARHGAP35/BBS4/BMP4/BRD2/CASP3/CECR2/CELSR1/CITED2/DEAF1/DLC1/DVL1/DVL2/DVL3/GLMN/IFT122/IFT172/KAT2A/KDM2B/LMO4/LRP2/MED12/MTHFD1/MTHFD1L/MTHFR/NOG/OPA1/PFN1/PRICKLE1/PRKACA/PRKACB/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SKI/STIL/SUFU/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",48
"GO:0060606","GO:0060606","tube closure","48/5323","89/14636",0.000522437732915367,0.0149479572238621,0.0126567004580596,"ABL1/ARHGAP35/BBS4/BMP4/BRD2/CASP3/CECR2/CELSR1/CITED2/DEAF1/DLC1/DVL1/DVL2/DVL3/GLMN/IFT122/IFT172/KAT2A/KDM2B/LMO4/LRP2/MED12/MTHFD1/MTHFD1L/MTHFR/NOG/OPA1/PFN1/PRICKLE1/PRKACA/PRKACB/RARG/RGMA/SCRIB/SDC4/SEMA4C/SETD2/SFRP1/SKI/STIL/SUFU/TGFB1/TMED2/TRAF6/TSC2/TULP3/TWIST1/VASP",48
